Participant_ID,Age_Group,Cognitive_Level,Game_Session_ID,Time_Spent,Total_Actions,Correct_Responses,Incorrect_Responses,Hint_Usage,Game_Completion_Status,Engagement_Level,Eye_Tracking_Focus_Duration,Touch_Interactions,Facial_Expression_Sentiment,Reaction_Time,Museum_Exhibit_Type,Crowd_Level,Performance_Level
P717,3-5,Developing,S717,320,27,10,17,5,0,High,23.07,17,Happy,0.74,AR-based,Low,Struggling
P718,3-5,Developing,S718,139,76,62,14,3,1,High,28.95,30,Frustrated,0.69,AR-based,High,Optimal
P719,6-8,Advanced,S719,477,61,34,27,2,0,High,28.59,43,Neutral,2.52,Physical Display,Low,Struggling
P720,3-5,Early,S720,194,34,30,4,0,1,Low,10.2,50,Neutral,0.76,AR-based,Medium,Disengaged
P721,3-5,Advanced,S721,268,77,68,9,2,1,Low,20.94,19,Neutral,2.22,VR-based,Medium,Disengaged
P722,6-8,Early,S722,143,29,15,14,2,0,Low,13.68,5,Frustrated,1.73,Physical Display,High,Disengaged
P723,6-8,Advanced,S723,580,100,5,95,2,1,High,25.49,45,Frustrated,1.8,Physical Display,Medium,Struggling
P724,9-12,Early,S724,86,19,10,9,0,0,Medium,5.7,27,Neutral,2.8,AR-based,Low,Struggling
P725,6-8,Early,S725,365,86,7,79,1,0,High,5.41,50,Neutral,0.74,Physical Display,Medium,Struggling
P726,3-5,Advanced,S726,539,32,14,18,0,0,High,8.73,22,Happy,2.58,VR-based,Medium,Struggling
P727,6-8,Advanced,S727,242,13,10,3,3,0,High,10.8,17,Frustrated,2.13,Physical Display,Low,Optimal
P728,9-12,Advanced,S728,594,55,25,30,1,1,High,12.68,21,Frustrated,2.5,VR-based,High,Struggling
P729,3-5,Early,S729,205,100,5,95,2,0,High,6.29,9,Frustrated,1.56,AR-based,Medium,Struggling
P730,6-8,Developing,S730,491,79,79,0,3,0,High,26.92,13,Frustrated,1.52,AR-based,Low,Optimal
P731,9-12,Developing,S731,179,12,8,4,5,1,High,7.45,23,Neutral,1.81,VR-based,Low,Struggling
P732,6-8,Advanced,S732,116,100,8,92,0,0,Low,20.17,38,Happy,1.64,AR-based,Low,Disengaged
P733,3-5,Early,S733,256,54,0,54,0,1,Medium,22.46,45,Frustrated,2.34,Physical Display,Medium,Struggling
P734,3-5,Developing,S734,481,50,25,25,0,0,Low,5.12,42,Happy,1.41,VR-based,Medium,Disengaged
P735,6-8,Advanced,S735,586,54,14,40,2,0,High,24.69,32,Happy,2.1,Physical Display,Medium,Struggling
P736,9-12,Developing,S736,156,75,48,27,5,0,Medium,12.46,47,Happy,0.5,Physical Display,Medium,Struggling
P737,3-5,Early,S737,346,30,24,6,0,0,High,17.96,40,Frustrated,1.73,AR-based,Low,Optimal
P738,9-12,Developing,S738,325,100,3,97,0,1,Low,17.62,49,Happy,2.24,Physical Display,Low,Disengaged
P739,6-8,Developing,S739,274,30,28,2,4,1,Medium,25.59,35,Neutral,2.89,Physical Display,High,Struggling
P740,6-8,Advanced,S740,168,47,45,2,0,0,High,7.27,11,Frustrated,0.87,VR-based,High,Optimal
P741,3-5,Developing,S741,65,50,20,30,4,0,Medium,16.22,26,Happy,2.95,AR-based,Low,Struggling
P742,9-12,Developing,S742,572,59,46,13,5,1,Medium,18.37,35,Neutral,2.8,VR-based,Low,Struggling
P743,9-12,Early,S743,102,90,30,60,5,1,Low,7.8,13,Frustrated,1.4,Physical Display,High,Disengaged
P744,3-5,Advanced,S744,299,98,10,88,5,1,High,25.45,47,Neutral,1.73,VR-based,Low,Struggling
P745,9-12,Early,S745,101,11,8,3,4,0,High,13.94,44,Neutral,2.03,Physical Display,High,Optimal
P746,6-8,Early,S746,92,85,51,34,5,0,High,28.86,28,Frustrated,2.45,VR-based,High,Struggling
P747,9-12,Developing,S747,384,37,11,26,5,1,Low,13.45,25,Happy,2.1,AR-based,High,Disengaged
P748,6-8,Early,S748,395,51,18,33,3,1,Low,11.77,39,Neutral,2.96,AR-based,High,Disengaged
P749,9-12,Advanced,S749,492,49,46,3,2,1,Low,25.19,27,Happy,2.35,Physical Display,Medium,Disengaged
P750,6-8,Advanced,S750,548,67,54,13,5,1,Medium,26.79,20,Neutral,2.56,AR-based,Medium,Struggling
P751,6-8,Advanced,S751,367,35,10,25,0,1,Medium,10.28,26,Neutral,1.64,VR-based,Low,Struggling
P752,6-8,Developing,S752,349,49,15,34,0,1,Medium,5.97,9,Neutral,0.81,VR-based,High,Struggling
P753,9-12,Early,S753,429,23,9,14,3,0,Low,29.09,14,Neutral,0.59,AR-based,Low,Disengaged
P754,3-5,Developing,S754,342,14,13,1,0,0,Low,23.97,9,Frustrated,1.93,VR-based,Low,Disengaged
P755,9-12,Advanced,S755,571,88,16,72,0,0,High,26.06,50,Neutral,0.66,VR-based,Low,Struggling
P756,6-8,Developing,S756,549,71,34,37,5,1,Medium,10.52,46,Frustrated,2.58,VR-based,Low,Struggling
P757,6-8,Early,S757,358,76,52,24,0,0,Medium,10.99,25,Frustrated,2.96,Physical Display,High,Struggling
P758,9-12,Developing,S758,400,21,13,8,3,1,Medium,6.91,43,Neutral,1.9,Physical Display,High,Struggling
P759,3-5,Early,S759,471,63,49,14,1,0,High,12.54,15,Frustrated,0.63,VR-based,Low,Optimal
P760,6-8,Developing,S760,444,30,10,20,0,0,Medium,11.79,13,Frustrated,0.58,AR-based,Medium,Struggling
P761,9-12,Developing,S761,509,39,4,35,0,1,Medium,21.71,19,Neutral,1.05,Physical Display,Low,Struggling
P762,6-8,Early,S762,279,25,3,22,2,0,High,12.76,26,Happy,0.51,AR-based,Medium,Struggling
P763,3-5,Developing,S763,333,40,38,2,0,1,Medium,14.2,7,Neutral,0.71,AR-based,High,Struggling
P764,9-12,Developing,S764,191,61,24,37,1,1,High,6.35,47,Neutral,2.6,Physical Display,High,Struggling
P765,9-12,Developing,S765,114,70,24,46,3,1,High,28.79,50,Happy,2.65,Physical Display,Low,Struggling
P766,6-8,Early,S766,241,28,28,0,4,1,Low,10.66,29,Happy,2.42,AR-based,High,Disengaged
P767,9-12,Early,S767,421,30,29,1,1,1,High,8.51,31,Neutral,2.81,Physical Display,Low,Optimal
P768,9-12,Early,S768,202,32,1,31,1,0,Low,24.58,22,Frustrated,2.9,Physical Display,Medium,Disengaged
P769,9-12,Early,S769,297,13,7,6,5,1,Low,8.32,5,Frustrated,1.7,Physical Display,High,Disengaged
P770,6-8,Early,S770,114,10,9,1,2,0,Medium,24.06,23,Frustrated,0.94,VR-based,Low,Struggling
P771,6-8,Developing,S771,109,94,84,10,3,0,Low,7.44,40,Happy,1.9,Physical Display,Low,Disengaged
P772,9-12,Developing,S772,237,28,13,15,0,1,High,22.64,46,Happy,1.05,Physical Display,Medium,Struggling
P773,3-5,Advanced,S773,131,64,12,52,4,0,Medium,5.73,40,Happy,0.71,Physical Display,Medium,Struggling
P774,3-5,Advanced,S774,486,98,64,34,5,0,High,21.3,45,Happy,2.08,Physical Display,Low,Struggling
P775,6-8,Advanced,S775,337,61,36,25,1,0,High,26.49,20,Frustrated,1.3,VR-based,High,Struggling
P776,9-12,Developing,S776,94,70,41,29,5,0,High,5.5,16,Happy,0.95,Physical Display,High,Struggling
P777,9-12,Advanced,S777,501,10,7,3,2,1,High,15.0,21,Neutral,2.95,VR-based,High,Struggling
P778,9-12,Advanced,S778,231,35,29,6,2,0,High,28.97,17,Happy,0.91,AR-based,Medium,Optimal
P779,6-8,Developing,S779,76,46,32,14,0,0,High,19.01,10,Frustrated,1.42,AR-based,High,Struggling
P780,6-8,Advanced,S780,387,51,48,3,1,1,High,23.55,48,Happy,2.83,VR-based,Medium,Optimal
P781,9-12,Advanced,S781,448,78,15,63,4,1,Medium,10.68,22,Happy,1.83,AR-based,High,Struggling
P782,6-8,Early,S782,327,78,5,73,2,0,High,20.52,31,Frustrated,1.19,AR-based,High,Struggling
P783,6-8,Developing,S783,454,85,0,85,0,1,Medium,7.9,11,Happy,2.33,Physical Display,Medium,Struggling
P784,6-8,Developing,S784,302,89,51,38,1,0,High,5.47,25,Frustrated,2.81,VR-based,Low,Struggling
P785,6-8,Developing,S785,229,87,78,9,3,1,High,15.59,49,Frustrated,2.4,Physical Display,Low,Optimal
P786,3-5,Developing,S786,35,58,49,9,3,1,Medium,24.36,26,Frustrated,2.42,AR-based,Low,Disengaged
P787,9-12,Early,S787,216,28,11,17,3,1,High,14.3,10,Neutral,2.52,VR-based,Medium,Struggling
P788,3-5,Developing,S788,285,62,38,24,0,1,High,25.52,8,Frustrated,2.44,VR-based,Low,Struggling
P789,3-5,Developing,S789,378,17,6,11,1,0,Medium,19.82,17,Frustrated,2.99,Physical Display,Low,Struggling
P790,9-12,Advanced,S790,588,74,64,10,0,1,Medium,6.01,42,Neutral,0.66,VR-based,Low,Struggling
P791,3-5,Developing,S791,503,90,49,41,3,1,High,24.14,20,Neutral,1.12,AR-based,Low,Struggling
P792,9-12,Advanced,S792,360,90,58,32,3,1,Medium,7.6,37,Happy,2.95,AR-based,High,Struggling
P793,9-12,Developing,S793,108,91,16,75,3,1,High,17.53,18,Happy,2.14,AR-based,High,Struggling
P794,3-5,Advanced,S794,426,73,15,58,0,0,Low,6.32,24,Frustrated,2.09,VR-based,High,Disengaged
P795,9-12,Advanced,S795,557,63,23,40,4,1,Medium,22.83,39,Neutral,0.98,VR-based,High,Struggling
P796,3-5,Developing,S796,544,78,40,38,5,1,Low,17.06,11,Neutral,0.95,AR-based,High,Disengaged
P797,3-5,Developing,S797,443,19,13,6,5,0,High,9.83,21,Happy,2.52,AR-based,Low,Struggling
P798,3-5,Developing,S798,451,66,43,23,0,1,Medium,23.29,12,Frustrated,2.84,AR-based,High,Struggling
P799,6-8,Advanced,S799,357,15,13,2,2,0,High,17.79,34,Happy,2.17,Physical Display,Low,Optimal
P800,9-12,Developing,S800,213,95,64,31,4,0,Low,20.78,50,Happy,2.36,Physical Display,Medium,Disengaged
P801,3-5,Early,S801,31,83,1,82,5,1,Low,25.36,20,Neutral,2.31,Physical Display,High,Disengaged
P802,9-12,Advanced,S802,514,38,28,10,5,0,High,23.27,26,Frustrated,2.17,Physical Display,High,Optimal
P803,6-8,Advanced,S803,83,83,45,38,3,0,High,22.14,5,Happy,1.78,Physical Display,Low,Struggling
P804,6-8,Advanced,S804,30,46,6,40,1,1,Medium,27.57,18,Happy,0.64,Physical Display,High,Disengaged
P805,9-12,Early,S805,241,61,27,34,1,0,Medium,8.33,5,Neutral,2.94,VR-based,Medium,Struggling
P806,3-5,Early,S806,75,18,12,6,3,1,High,20.4,40,Neutral,1.22,Physical Display,Medium,Struggling
P807,9-12,Early,S807,578,69,25,44,1,1,High,12.64,39,Neutral,2.4,VR-based,High,Struggling
P808,9-12,Early,S808,348,70,56,14,5,0,Medium,29.33,8,Neutral,2.24,AR-based,Low,Struggling
P809,6-8,Advanced,S809,405,14,9,5,3,0,High,13.9,49,Happy,2.45,AR-based,Low,Struggling
P810,9-12,Early,S810,263,56,24,32,1,0,Low,9.76,37,Happy,1.05,VR-based,High,Disengaged
P811,3-5,Developing,S811,237,39,11,28,2,1,Medium,10.06,22,Happy,2.86,VR-based,Low,Struggling
P812,9-12,Advanced,S812,175,39,16,23,2,0,Low,26.47,31,Neutral,0.53,AR-based,High,Disengaged
P813,9-12,Developing,S813,595,85,4,81,3,1,Medium,14.15,13,Frustrated,0.93,Physical Display,Medium,Struggling
P814,9-12,Advanced,S814,193,34,15,19,1,0,Low,16.6,47,Happy,2.25,VR-based,Low,Disengaged
P815,9-12,Early,S815,40,51,46,5,1,1,High,5.46,7,Neutral,0.97,VR-based,High,Optimal
P816,3-5,Early,S816,444,34,28,6,2,1,Low,7.77,26,Neutral,2.12,Physical Display,High,Disengaged
P817,3-5,Developing,S817,507,47,25,22,5,0,High,20.8,19,Happy,2.01,VR-based,Low,Struggling
P818,3-5,Early,S818,578,88,73,15,4,1,Low,5.88,34,Happy,1.77,Physical Display,High,Disengaged
P819,9-12,Advanced,S819,381,55,0,55,4,0,Low,18.76,41,Frustrated,2.71,VR-based,Low,Disengaged
P820,6-8,Developing,S820,549,26,16,10,5,1,Low,29.49,47,Frustrated,1.41,VR-based,Medium,Disengaged
P821,6-8,Advanced,S821,184,58,31,27,3,0,Medium,19.24,35,Frustrated,1.4,VR-based,High,Struggling
P822,3-5,Developing,S822,420,61,13,48,3,1,Medium,22.97,26,Happy,1.5,Physical Display,Medium,Struggling
P823,6-8,Developing,S823,166,92,14,78,3,0,Medium,25.97,30,Frustrated,2.27,VR-based,Low,Struggling
P824,9-12,Developing,S824,520,12,9,3,0,1,Low,27.67,8,Neutral,1.48,VR-based,High,Disengaged
P825,9-12,Early,S825,392,99,39,60,0,1,Medium,20.64,24,Frustrated,2.79,AR-based,Medium,Struggling
P826,6-8,Early,S826,438,79,29,50,3,0,High,26.41,30,Neutral,2.4,AR-based,High,Struggling
P827,9-12,Advanced,S827,332,13,6,7,3,0,Medium,5.62,5,Neutral,0.9,Physical Display,Medium,Struggling
P828,9-12,Early,S828,532,85,79,6,0,0,Low,26.8,14,Happy,0.76,VR-based,High,Disengaged
P829,3-5,Advanced,S829,445,26,3,23,3,0,High,19.32,20,Frustrated,1.57,AR-based,Low,Struggling
P830,6-8,Developing,S830,517,20,17,3,2,1,Low,27.83,29,Frustrated,1.1,AR-based,High,Disengaged
P831,3-5,Advanced,S831,434,77,59,18,3,0,High,28.24,13,Frustrated,2.9,AR-based,Medium,Optimal
P832,6-8,Developing,S832,341,26,20,6,3,0,High,23.3,41,Frustrated,1.22,Physical Display,Medium,Optimal
P833,3-5,Advanced,S833,38,60,44,16,2,1,High,9.05,15,Frustrated,2.16,VR-based,Low,Optimal
P834,6-8,Advanced,S834,225,56,42,14,0,1,Medium,21.03,24,Frustrated,2.24,AR-based,Low,Struggling
P835,3-5,Developing,S835,544,53,10,43,1,0,Medium,29.09,49,Neutral,2.12,Physical Display,Medium,Struggling
P836,6-8,Advanced,S836,281,11,5,6,5,0,High,6.4,34,Neutral,0.64,VR-based,High,Struggling
P837,3-5,Developing,S837,102,71,21,50,2,1,High,22.64,49,Frustrated,1.78,VR-based,Medium,Struggling
P838,9-12,Early,S838,533,10,9,1,5,0,High,26.29,20,Happy,0.72,VR-based,High,Optimal
P839,3-5,Developing,S839,159,81,40,41,3,0,Medium,21.48,35,Neutral,2.19,VR-based,Medium,Struggling
P840,9-12,Early,S840,50,76,7,69,1,0,Medium,20.85,34,Neutral,2.7,VR-based,High,Disengaged
P841,6-8,Advanced,S841,584,29,16,13,5,0,High,21.49,48,Frustrated,2.4,VR-based,High,Struggling
P842,9-12,Early,S842,308,16,15,1,2,0,Medium,13.59,29,Frustrated,1.79,VR-based,High,Struggling
P843,9-12,Early,S843,466,71,44,27,4,0,High,15.0,25,Frustrated,2.64,Physical Display,Medium,Struggling
P844,6-8,Early,S844,234,85,49,36,2,1,Low,20.04,5,Neutral,1.94,AR-based,Medium,Disengaged
P845,9-12,Early,S845,501,27,11,16,4,1,High,12.38,8,Neutral,0.71,Physical Display,High,Struggling
P846,6-8,Early,S846,273,69,56,13,0,1,Low,29.08,21,Neutral,2.04,VR-based,Low,Disengaged
P847,6-8,Advanced,S847,179,20,12,8,3,0,Medium,19.45,16,Happy,1.84,AR-based,Medium,Struggling
P848,9-12,Early,S848,542,91,91,0,1,1,High,18.66,23,Frustrated,1.63,AR-based,High,Optimal
P849,6-8,Developing,S849,299,33,6,27,4,0,Medium,20.74,33,Frustrated,2.08,VR-based,High,Struggling
P850,3-5,Early,S850,506,97,28,69,4,1,Medium,10.18,26,Frustrated,1.36,Physical Display,Medium,Struggling
P851,9-12,Advanced,S851,224,77,57,20,0,1,Low,7.87,46,Neutral,1.12,AR-based,Medium,Disengaged
P852,3-5,Early,S852,362,13,11,2,0,1,Low,16.61,22,Frustrated,1.53,Physical Display,Medium,Disengaged
P853,6-8,Advanced,S853,88,22,10,12,3,1,Medium,5.97,50,Neutral,1.81,Physical Display,Low,Struggling
P854,6-8,Early,S854,497,71,3,68,2,0,Medium,23.15,41,Happy,1.14,AR-based,Low,Struggling
P855,3-5,Developing,S855,311,91,89,2,1,1,High,13.0,25,Happy,0.95,Physical Display,High,Optimal
P856,6-8,Advanced,S856,255,44,30,14,5,1,Medium,26.59,19,Frustrated,1.76,AR-based,High,Struggling
P857,9-12,Early,S857,326,24,8,16,1,1,High,15.41,27,Frustrated,1.77,Physical Display,High,Struggling
P858,6-8,Advanced,S858,160,70,61,9,0,0,Low,13.74,38,Frustrated,1.93,VR-based,Medium,Disengaged
P859,9-12,Developing,S859,279,40,26,14,2,1,Medium,15.28,33,Happy,0.51,VR-based,Low,Struggling
P860,3-5,Early,S860,31,98,98,0,5,0,High,27.64,45,Frustrated,1.28,VR-based,Low,Optimal
P861,9-12,Developing,S861,158,84,14,70,1,0,High,7.08,19,Frustrated,1.18,Physical Display,Medium,Struggling
P862,9-12,Advanced,S862,284,62,44,18,0,0,High,22.68,37,Neutral,1.64,VR-based,Low,Optimal
P863,3-5,Early,S863,210,30,27,3,1,0,Low,7.07,43,Frustrated,0.82,VR-based,Medium,Disengaged
P864,3-5,Early,S864,576,45,22,23,2,0,Medium,27.39,29,Frustrated,2.68,AR-based,High,Struggling
P865,9-12,Developing,S865,31,99,19,80,4,1,High,28.07,7,Frustrated,1.81,AR-based,Medium,Disengaged
P866,9-12,Advanced,S866,468,64,19,45,4,1,High,11.74,32,Happy,2.12,AR-based,Medium,Struggling
P867,9-12,Developing,S867,474,76,7,69,4,1,Medium,15.84,47,Happy,1.71,Physical Display,Medium,Struggling
P868,6-8,Advanced,S868,177,88,25,63,2,0,High,27.05,25,Frustrated,2.86,Physical Display,High,Struggling
P869,3-5,Early,S869,155,93,47,46,2,0,High,9.64,37,Frustrated,1.07,AR-based,Medium,Struggling
P870,6-8,Early,S870,461,91,59,32,5,1,Low,13.93,48,Neutral,2.08,AR-based,High,Disengaged
P871,3-5,Developing,S871,600,64,45,19,0,1,Medium,10.83,13,Neutral,0.95,VR-based,Low,Struggling
P872,3-5,Advanced,S872,135,35,6,29,2,1,High,15.2,43,Frustrated,0.74,Physical Display,Low,Struggling
P873,3-5,Developing,S873,266,54,23,31,4,0,High,6.15,40,Frustrated,2.37,Physical Display,Low,Struggling
P874,9-12,Developing,S874,127,62,48,14,3,0,Medium,5.3,25,Happy,1.37,VR-based,Medium,Struggling
P875,6-8,Developing,S875,210,56,30,26,1,0,Medium,9.28,50,Frustrated,0.66,Physical Display,High,Struggling
P876,6-8,Developing,S876,575,95,42,53,3,1,Low,8.34,25,Frustrated,0.71,Physical Display,Low,Disengaged
P877,9-12,Early,S877,554,81,1,80,5,0,Medium,26.41,26,Neutral,1.0,Physical Display,Low,Struggling
P878,9-12,Advanced,S878,37,53,20,33,2,1,High,24.94,34,Happy,2.72,Physical Display,High,Disengaged
P879,6-8,Advanced,S879,287,15,11,4,1,1,Low,21.57,47,Frustrated,2.19,VR-based,Medium,Disengaged
P880,9-12,Early,S880,312,13,6,7,3,1,High,6.67,50,Neutral,1.11,Physical Display,High,Struggling
P881,6-8,Early,S881,577,77,61,16,3,0,High,13.92,40,Frustrated,1.07,Physical Display,Medium,Optimal
P882,6-8,Early,S882,364,70,24,46,0,0,Low,28.13,47,Happy,2.52,Physical Display,Low,Disengaged
P883,9-12,Advanced,S883,424,14,3,11,5,0,High,12.62,10,Frustrated,2.98,AR-based,Medium,Struggling
P884,3-5,Early,S884,198,39,32,7,5,0,High,11.51,39,Neutral,0.52,VR-based,High,Optimal
P885,9-12,Developing,S885,404,76,33,43,3,1,High,16.28,42,Happy,1.14,VR-based,High,Struggling
P886,9-12,Developing,S886,38,99,92,7,5,1,High,29.33,35,Happy,1.33,VR-based,High,Optimal
P887,6-8,Developing,S887,289,55,50,5,3,0,Medium,25.96,14,Neutral,1.22,VR-based,High,Struggling
P888,6-8,Advanced,S888,335,98,74,24,5,1,Low,23.32,15,Happy,1.4,AR-based,Medium,Disengaged
P889,3-5,Advanced,S889,198,63,50,13,5,1,Medium,7.7,18,Neutral,2.18,AR-based,Medium,Struggling
P890,6-8,Early,S890,478,10,3,7,1,1,High,11.04,5,Happy,1.47,Physical Display,High,Struggling
P891,6-8,Early,S891,587,43,28,15,0,1,Medium,8.4,14,Frustrated,2.99,Physical Display,Medium,Struggling
P892,6-8,Developing,S892,487,20,7,13,5,0,Medium,13.71,14,Neutral,1.6,VR-based,Low,Struggling
P893,3-5,Developing,S893,46,89,83,6,1,0,Medium,18.31,36,Neutral,0.99,AR-based,Medium,Disengaged
P894,3-5,Developing,S894,387,64,0,64,4,0,Low,7.4,43,Neutral,2.23,VR-based,Low,Disengaged
P895,6-8,Early,S895,480,86,36,50,1,1,Medium,25.08,35,Happy,0.96,AR-based,Low,Struggling
P896,6-8,Early,S896,196,48,18,30,4,1,High,7.22,46,Happy,2.79,Physical Display,Low,Struggling
P897,9-12,Developing,S897,523,36,13,23,1,1,Medium,10.42,9,Happy,1.5,VR-based,High,Struggling
P898,6-8,Early,S898,583,95,29,66,1,0,Low,27.99,33,Neutral,1.08,VR-based,High,Disengaged
P899,9-12,Early,S899,127,30,25,5,0,1,High,21.54,8,Frustrated,2.06,AR-based,High,Optimal
P900,6-8,Developing,S900,51,20,8,12,3,0,High,24.33,43,Frustrated,1.88,AR-based,High,Disengaged
P901,3-5,Developing,S901,459,94,48,46,5,1,Medium,12.6,32,Happy,1.52,VR-based,Medium,Struggling
P902,9-12,Developing,S902,133,28,10,18,4,0,Medium,16.08,15,Neutral,2.17,Physical Display,High,Struggling
P903,9-12,Developing,S903,262,35,4,31,1,0,Low,16.43,6,Frustrated,2.58,Physical Display,Medium,Disengaged
P904,9-12,Developing,S904,220,31,11,20,1,1,High,13.36,5,Happy,0.69,Physical Display,High,Struggling
P905,6-8,Developing,S905,350,90,24,66,5,0,High,25.91,43,Frustrated,1.47,AR-based,Low,Struggling
P906,6-8,Early,S906,102,97,79,18,1,1,Medium,25.53,40,Frustrated,1.05,Physical Display,Low,Struggling
P907,3-5,Early,S907,564,36,32,4,2,0,High,15.59,36,Happy,2.74,AR-based,Low,Optimal
P908,9-12,Early,S908,182,28,14,14,1,0,High,15.8,22,Happy,2.67,VR-based,Medium,Struggling
P909,9-12,Developing,S909,531,19,0,19,3,0,Low,9.84,49,Neutral,2.31,Physical Display,Medium,Disengaged
P910,6-8,Early,S910,221,84,19,65,1,0,Medium,29.3,48,Neutral,0.58,AR-based,High,Struggling
P911,9-12,Early,S911,246,78,70,8,2,1,Low,22.59,48,Happy,1.21,VR-based,Low,Disengaged
P912,6-8,Developing,S912,478,18,11,7,3,1,Medium,9.59,37,Happy,0.62,AR-based,Low,Struggling
P913,9-12,Advanced,S913,35,31,31,0,3,1,Low,18.66,36,Frustrated,1.35,VR-based,High,Disengaged
P914,3-5,Advanced,S914,59,28,18,10,3,1,High,7.65,42,Frustrated,2.98,VR-based,Low,Disengaged
P915,6-8,Developing,S915,135,34,32,2,1,0,High,7.48,35,Neutral,2.98,VR-based,Medium,Optimal
P916,6-8,Early,S916,144,75,1,74,3,0,High,20.32,38,Neutral,2.34,Physical Display,Low,Struggling
P917,6-8,Developing,S917,335,95,24,71,4,0,Low,10.88,46,Happy,2.06,AR-based,Low,Disengaged
P918,6-8,Developing,S918,569,79,12,67,5,1,High,22.0,30,Neutral,1.84,AR-based,Low,Struggling
P919,6-8,Early,S919,400,56,37,19,0,1,Medium,9.28,17,Happy,2.64,AR-based,Medium,Struggling
P920,3-5,Early,S920,194,44,22,22,2,0,High,19.61,48,Happy,2.64,Physical Display,Medium,Struggling
P921,6-8,Developing,S921,471,37,9,28,5,0,Medium,29.59,47,Happy,2.77,VR-based,High,Struggling
P922,9-12,Advanced,S922,239,91,82,9,4,0,Medium,14.5,49,Neutral,2.63,Physical Display,Low,Struggling
P923,6-8,Early,S923,122,93,28,65,2,0,High,18.83,38,Neutral,1.09,VR-based,High,Struggling
P924,6-8,Advanced,S924,441,21,0,21,4,0,Medium,7.21,37,Neutral,0.94,AR-based,High,Struggling
P925,9-12,Advanced,S925,158,17,10,7,2,0,Medium,20.32,12,Happy,1.42,VR-based,Medium,Struggling
P926,6-8,Early,S926,155,97,0,97,5,0,High,8.63,21,Happy,0.82,VR-based,High,Struggling
P927,9-12,Early,S927,487,84,2,82,4,0,Medium,8.29,32,Neutral,1.71,VR-based,Medium,Struggling
P928,6-8,Advanced,S928,47,13,13,0,5,0,High,18.19,11,Happy,1.12,Physical Display,Low,Optimal
P929,9-12,Advanced,S929,188,59,15,44,2,0,Low,21.04,8,Neutral,2.35,VR-based,High,Disengaged
P930,6-8,Early,S930,589,47,46,1,0,0,High,12.28,48,Neutral,1.73,Physical Display,Medium,Optimal
P931,3-5,Developing,S931,123,64,61,3,3,1,High,12.45,49,Frustrated,2.11,AR-based,High,Optimal
P932,9-12,Developing,S932,110,66,1,65,2,1,Medium,12.72,42,Neutral,1.72,AR-based,High,Struggling
P933,6-8,Advanced,S933,453,32,8,24,5,0,Medium,29.17,23,Happy,2.92,VR-based,Medium,Struggling
P934,6-8,Advanced,S934,82,71,21,50,2,0,High,15.44,47,Neutral,1.95,Physical Display,High,Struggling
P935,9-12,Early,S935,439,99,83,16,2,1,Medium,9.62,32,Neutral,1.13,AR-based,Low,Struggling
P936,6-8,Advanced,S936,252,94,23,71,1,0,High,9.08,24,Frustrated,1.76,AR-based,Medium,Struggling
P937,9-12,Early,S937,333,80,11,69,0,1,High,17.87,41,Neutral,1.21,VR-based,Medium,Struggling
P938,9-12,Developing,S938,571,92,64,28,4,1,Medium,11.43,28,Happy,0.74,Physical Display,Low,Struggling
P939,9-12,Early,S939,568,95,13,82,3,0,Medium,9.26,26,Neutral,2.04,VR-based,Medium,Struggling
P940,3-5,Early,S940,138,38,2,36,0,1,High,28.05,8,Happy,1.35,VR-based,Medium,Struggling
P941,9-12,Advanced,S941,436,38,22,16,0,1,Medium,8.61,22,Neutral,1.86,VR-based,Low,Struggling
P942,6-8,Advanced,S942,424,46,26,20,5,0,Medium,20.91,44,Frustrated,1.05,VR-based,Low,Struggling
P943,3-5,Advanced,S943,96,81,53,28,2,0,Medium,11.71,9,Happy,0.74,Physical Display,High,Struggling
P944,3-5,Advanced,S944,418,50,7,43,1,1,Medium,7.79,8,Frustrated,2.74,AR-based,High,Struggling
P945,3-5,Early,S945,329,60,35,25,0,0,Medium,12.73,41,Neutral,1.7,Physical Display,High,Struggling
P946,3-5,Developing,S946,162,73,30,43,4,1,High,7.09,7,Frustrated,0.68,VR-based,High,Struggling
P947,6-8,Advanced,S947,286,21,19,2,4,1,Medium,26.54,16,Happy,2.45,Physical Display,Medium,Struggling
P948,9-12,Early,S948,513,42,11,31,4,1,Medium,9.88,7,Happy,2.03,Physical Display,Medium,Struggling
P949,9-12,Developing,S949,147,36,0,36,1,1,Medium,9.15,20,Happy,1.8,Physical Display,Low,Struggling
P950,6-8,Advanced,S950,568,52,24,28,4,1,High,21.23,15,Happy,2.94,AR-based,Low,Struggling
P951,9-12,Early,S951,62,82,15,67,3,1,High,12.05,14,Happy,1.25,AR-based,High,Struggling
P952,3-5,Early,S952,310,31,1,30,1,1,Medium,18.38,48,Frustrated,2.13,AR-based,Medium,Struggling
P953,3-5,Advanced,S953,171,16,11,5,1,0,High,23.6,34,Happy,2.43,AR-based,Low,Struggling
P954,3-5,Developing,S954,336,76,50,26,0,1,High,9.34,29,Frustrated,0.59,Physical Display,High,Struggling
P955,3-5,Advanced,S955,114,65,36,29,2,0,Low,24.67,48,Happy,1.06,VR-based,Low,Disengaged
P956,3-5,Early,S956,411,87,46,41,1,0,Medium,27.88,15,Happy,1.63,AR-based,Low,Struggling
